"Specific Product Standard","Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Currency / Unit","Fairtrade minimum price","Fairtrade premium","Date of validity","Product specific information"
"Tea","Camellia","Organic","","Kenya","SPO / HL","FOB","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Malawi","SPO / HL","Auction","USD/kg","1.3","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Malawi","SPO / HL","FOB","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","North India","SPO / HL","Auction","USD/kg","2.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","North India","SPO / HL","FOB","USD/kg","2.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Rwanda","SPO / HL","Auction","USD/kg","2.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Rwanda","SPO / HL","FOB","USD/kg","2.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","South America","SPO / HL","Auction","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","South America","SPO / HL","FOB","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","South India (exc. Nilgiri)","SPO / HL","Auction","USD/kg","1.8","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","South India (exc. Nilgiri)","SPO / HL","FOB","USD/kg","1.8","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Sri Lanka","SPO / HL","Auction","USD/kg","2.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Sri Lanka","SPO / HL","FOB","USD/kg","2.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Tanzania","SPO / HL","Auction","USD/kg","1.7","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Tanzania","SPO / HL","FOB","USD/kg","1.8","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Uganda","SPO / HL","Auction","USD/kg","1.9","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Uganda","SPO / HL","FOB","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Worldwide","SPO / HL","","USD/kg","Commercial price","1.1","1/Nov/10","All teas using orthodox method except fannings and dust"
"Vegetables","Artichoke","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Artichoke","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Artichoke","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Artichoke","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Asparagus","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Asparagus","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Asparagus","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Asparagus","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Baby corn","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Baby corn","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Baby corn","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Baby corn","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Beet","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Beet","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Beet","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Beet","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Broccoli","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Broccoli","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Broccoli","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Broccoli","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Brussel sprouts","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Brussel sprouts","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Brussel sprouts","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Brussel sprouts","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Cabbage (any edible Brassica known as Cabbage)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Cabbage (any edible Brassica known as Cabbage)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Cabbage (any edible Brassica known as Cabbage)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Cabbage (any edible Brassica known as Cabbage)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Carrot","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Carrot","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Carrot","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Carrot","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Cassava; manioc root; tapioca root","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","7/Apr/14",""
"Vegetables","Cassava; manioc root; tapioca root","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","7/Apr/14",""
"Vegetables","Cassava; manioc root; tapioca root","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","7/Apr/14",""
"Vegetables","Cassava; manioc root; tapioca root","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","7/Apr/14",""
"Vegetables","Cauliflower","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Cauliflower","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Cauliflower","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Cauliflower","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Celery  (Apium graveolens)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Celery  (Apium graveolens)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Celery  (Apium graveolens)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Celery  (Apium graveolens)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Chard","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Chard","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Chard","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Chard","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Cucumber","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Cucumber","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Cucumber","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Cucumber","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Eggplant","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Eggplant","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Eggplant","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Eggplant","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Elephant garlic","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","21/Nov/18",""
"Vegetables","Elephant garlic","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","21/Nov/18",""
"Vegetables","Elephant garlic","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","21/Nov/18",""
"Vegetables","Elephant garlic","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","21/Nov/18",""
"Vegetables","Garlic  (Allium Sativum)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Garlic  (Allium Sativum)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","15/Jan/13",""
"Vegetables","Garlic  (Allium Sativum)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Garlic  (Allium Sativum)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","15/Jan/13",""
"Vegetables","Gherkin","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Gherkin","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Gherkin","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Gherkin","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","fresh","Guatemala","SPO","EXW","USD/kg","1.31","0.1","15/Jul/10",""
"Vegetables","Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","fresh","Guatemala","SPO","FOB","USD/kg","2.43","0.1","15/Jul/10",""
"Vegetables","Green beans (any edible Phaseolus; Vigna; Lablab)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green beans (any edible Phaseolus; Vigna; Lablab)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green beans (any edible Phaseolus; Vigna; Lablab)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green peas (any edible Pisum)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green peas (any edible Pisum)","Conventional","fresh","Guatemala","SPO","EXW","USD/kg","1.36","0.1","15/Jul/10",""
"Vegetables","Green peas (any edible Pisum)","Conventional","fresh","Guatemala","SPO","FOB","USD/kg","2.47","0.1","15/Jul/10",""
"Vegetables","Green peas (any edible Pisum)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green peas (any edible Pisum)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Green peas (any edible Pisum)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Kale (any edible Brassica known as Kale)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Kale (any edible Brassica known as Kale)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Kale (any edible Brassica known as Kale)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Kale (any edible Brassica known as Kale)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Leave of African Nightshade  (Solanum spp.)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Mar/15",""
"Vegetables","Leave of African Nightshade  (Solanum spp.)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Mar/15",""
"Vegetables","Leave of cowpea  (Vigna unguiculata)","Conventional","Fresh","Africa","SPO","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Vegetables","Leave of cowpea  (Vigna unguiculata)","Organic","Fresh","Africa","SPO","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Vegetables","Leek","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Leek","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Leek","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Leek","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Lettuce","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Lettuce","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Lettuce","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Lettuce","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Mallow Leave of jute  (Corchorus olitorius; Corchorus capsularis)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Mar/15",""
"Vegetables","Mallow Leave of jute  (Corchorus olitorius; Corchorus capsularis)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Mar/15",""
"Vegetables","Onion","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Onion","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Onion","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Onion","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Palm heart","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Palm heart","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","4/Mar/13",""
"Vegetables","Palm heart","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Palm heart","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","4/Mar/13",""
"Vegetables","Pepper, bell  (Capsicum annuum)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Pepper, bell  (Capsicum annuum)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Pepper, bell  (Capsicum annuum)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Pepper, bell  (Capsicum annuum)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Potato  (Solanum tuberosum)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Potato  (Solanum tuberosum)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Potato  (Solanum tuberosum)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Potato  (Solanum tuberosum)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Pulses","Conventional","","Worldwide","SPO","EXW","USD/MT","430","65","5/Dec/08",""
"Vegetables","Pulses","Organic","","Worldwide","SPO","EXW","USD/MT","540","80","5/Dec/08",""
"Vegetables","Pumpkin","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Pumpkin","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Pumpkin","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Pumpkin","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Radicchio","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Radicchio","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Radicchio","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Radicchio","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Radish","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Radish","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Radish","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Radish","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Shallot","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Shallot","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Shallot","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Shallot","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Slenderleaf  (Crotalaria brevidens; Crotalaria ochroleuca)","Conventional","Fresh","Africa","SPO","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Vegetables","Slenderleaf  (Crotalaria brevidens; Crotalaria ochroleuca)","Organic","Fresh","Africa","SPO","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Vegetables","Spider plant  (Cleome gynandra)","Conventional","Fresh","Africa","SPO","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Vegetables","Spider plant  (Cleome gynandra)","Organic","Fresh","Africa","SPO","EXW","-","Commercial price","15% of the commercial price","5/Dec/14",""
"Vegetables","Spinach  (Spinacia oleracea)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Spinach  (Spinacia oleracea)","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Spinach  (Spinacia oleracea)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Spinach  (Spinacia oleracea)","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Squash","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Squash","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Squash","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Squash","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Sweet Potato  (Ipomoea batatas)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Sweet Potato  (Ipomoea batatas)","Conventional","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Sweet Potato  (Ipomoea batatas)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Sweet Potato  (Ipomoea batatas)","Organic","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","5/May/17",""
"Vegetables","Tomato","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Tomato","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Tomato","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Tomato","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","2/Jun/13",""
"Vegetables","Zucchini","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Zucchini","Conventional","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","3/Jul/13",""
"Vegetables","Zucchini","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW","-","Commercial price","15% of the commercial price","5/Dec/13",""
"Vegetables","Zucchini","Organic","Fresh","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","41458",""
